example_id,source_id,source_role,condition,split,profile_index,technical_label,logp_A,logp_B,technical_margin
unet:relevant_practitioner:test:7:A,unet,biomedical_cv,relevant_practitioner,test,7,A,-6.198863957251888e-06,-12.000005722045898,11.999999523181941
unet:relevant_practitioner:test:7:B,unet,biomedical_cv,relevant_practitioner,test,7,B,-0.0005529781919904053,-7.500553131103516,-7.500000152911525
unet:relevant_practitioner:test:8:A,unet,biomedical_cv,relevant_practitioner,test,8,A,-4.768360213347478e-06,-12.250004768371582,12.250000000011369
unet:relevant_practitioner:test:8:B,unet,biomedical_cv,relevant_practitioner,test,8,B,-6.002475738525391,-0.0024756519123911858,6.000000086612999
unet:irrelevant_practitioner:train:0:A,unet,biomedical_cv,irrelevant_practitioner,train,0,A,-2.264974000354414e-06,-13.000001907348633,12.999999642374632
unet:irrelevant_practitioner:train:0:B,unet,biomedical_cv,irrelevant_practitioner,train,0,B,-2.811967611312866,-0.06196761503815651,2.7499999962747097
unet:irrelevant_practitioner:train:1:A,unet,biomedical_cv,irrelevant_practitioner,train,1,A,-4.768360213347478e-06,-12.250004768371582,12.250000000011369
unet:irrelevant_practitioner:train:1:B,unet,biomedical_cv,irrelevant_practitioner,train,1,B,-10.000045776367188,-4.541770613286644e-05,10.000000358661055
unet:irrelevant_practitioner:train:2:A,unet,biomedical_cv,irrelevant_practitioner,train,2,A,-3.6954811548639555e-06,-12.500003814697266,12.50000011921611
unet:irrelevant_practitioner:train:2:B,unet,biomedical_cv,irrelevant_practitioner,train,2,B,-0.575939416885376,-0.825939416885376,-0.25
unet:irrelevant_practitioner:train:3:A,unet,biomedical_cv,irrelevant_practitioner,train,3,A,-1.0132738680113107e-05,-11.50001049041748,11.5000003576788
unet:irrelevant_practitioner:train:3:B,unet,biomedical_cv,irrelevant_practitioner,train,3,B,-1.7014133930206299,-0.2014133334159851,1.5000000596046448
unet:irrelevant_practitioner:validation:4:A,unet,biomedical_cv,irrelevant_practitioner,validation,4,A,-3.540453326422721e-05,-10.250035285949707,10.249999881416443
unet:irrelevant_practitioner:validation:4:B,unet,biomedical_cv,irrelevant_practitioner,validation,4,B,-0.01416344940662384,-4.264163494110107,-4.250000044703484
unet:irrelevant_practitioner:validation:5:A,unet,biomedical_cv,irrelevant_practitioner,validation,5,A,-1.2993727978027891e-05,-11.25001335144043,11.250000357712452
unet:irrelevant_practitioner:validation:5:B,unet,biomedical_cv,irrelevant_practitioner,validation,5,B,-0.25192904472351074,-1.5019290447235107,-1.25
unet:irrelevant_practitioner:test:6:A,unet,biomedical_cv,irrelevant_practitioner,test,6,A,-1.6689160474925302e-05,-11.000016212463379,10.999999523302904
unet:irrelevant_practitioner:test:6:B,unet,biomedical_cv,irrelevant_practitioner,test,6,B,-0.00015841660206206143,-8.750158309936523,-8.749999893334461
unet:irrelevant_practitioner:test:7:A,unet,biomedical_cv,irrelevant_practitioner,test,7,A,-0.00020346954988781363,-8.500203132629395,8.499999663079507
unet:irrelevant_practitioner:test:7:B,unet,biomedical_cv,irrelevant_practitioner,test,7,B,-0.00012337400403339416,-9.000123023986816,-8.999999649982783
unet:irrelevant_practitioner:test:8:A,unet,biomedical_cv,irrelevant_practitioner,test,8,A,-6.198863957251888e-06,-12.000005722045898,11.999999523181941
unet:irrelevant_practitioner:test:8:B,unet,biomedical_cv,irrelevant_practitioner,test,8,B,-4.511047840118408,-0.011047743260860443,4.500000096857548
kriging:relevant_researcher:train:0:A,kriging,geospatial,relevant_researcher,train,0,A,-0.00015841660206206143,-8.750158309936523,8.749999893334461
kriging:relevant_researcher:train:0:B,kriging,geospatial,relevant_researcher,train,0,B,-0.00033539868309162557,-8.000335693359375,-8.000000294676283
kriging:relevant_researcher:train:1:A,kriging,geospatial,relevant_researcher,train,1,A,-4.541770613286644e-05,-10.000045776367188,10.000000358661055
kriging:relevant_researcher:train:1:B,kriging,geospatial,relevant_researcher,train,1,B,-0.0024756519123911858,-6.002475738525391,-6.000000086612999
kriging:relevant_researcher:train:2:A,kriging,geospatial,relevant_researcher,train,2,A,-0.023245446383953094,-3.773245334625244,3.749999888241291
kriging:relevant_researcher:train:2:B,kriging,geospatial,relevant_researcher,train,2,B,-0.00012337400403339416,-9.000123023986816,-8.999999649982783
kriging:relevant_researcher:train:3:A,kriging,geospatial,relevant_researcher,train,3,A,-0.00033539868309162557,-8.000335693359375,8.000000294676283
kriging:relevant_researcher:train:3:B,kriging,geospatial,relevant_researcher,train,3,B,-0.07888974994421005,-2.578889846801758,-2.5000000968575478
kriging:relevant_researcher:validation:4:A,kriging,geospatial,relevant_researcher,validation,4,A,-0.0031777145341038704,-5.753177642822266,5.749999928288162
kriging:relevant_researcher:validation:4:B,kriging,geospatial,relevant_researcher,validation,4,B,-0.011047743260860443,-4.511047840118408,-4.500000096857548
kriging:relevant_researcher:validation:5:A,kriging,geospatial,relevant_researcher,validation,5,A,-2.1457441107486375e-05,-10.750020980834961,10.749999523393853
kriging:relevant_researcher:validation:5:B,kriging,geospatial,relevant_researcher,validation,5,B,-0.029750416055321693,-3.529750347137451,-3.4999999310821295
kriging:relevant_researcher:test:6:A,kriging,geospatial,relevant_researcher,test,6,A,-0.0031777145341038704,-5.753177642822266,5.749999928288162
kriging:relevant_researcher:test:6:B,kriging,geospatial,relevant_researcher,test,6,B,-0.03804141283035278,-3.288041353225708,-3.2499999403953552
kriging:relevant_researcher:test:7:A,kriging,geospatial,relevant_researcher,test,7,A,-7.486063259420916e-05,-9.50007438659668,9.499999525964085
kriging:relevant_researcher:test:7:B,kriging,geospatial,relevant_researcher,test,7,B,-0.00020346954988781363,-8.500203132629395,-8.499999663079507
kriging:relevant_researcher:test:8:A,kriging,geospatial,relevant_researcher,test,8,A,-0.38687101006507874,-1.1368709802627563,0.7499999701976776
kriging:relevant_researcher:test:8:B,kriging,geospatial,relevant_researcher,test,8,B,-0.0005529781919904053,-7.500553131103516,-7.500000152911525
kriging:irrelevant_researcher:train:0:A,kriging,geospatial,irrelevant_researcher,train,0,A,-0.00026127262390218675,-8.250261306762695,8.250000034138793
kriging:irrelevant_researcher:train:0:B,kriging,geospatial,irrelevant_researcher,train,0,B,-0.00015841660206206143,-8.750158309936523,-8.749999893334461
kriging:irrelevant_researcher:train:1:A,kriging,geospatial,irrelevant_researcher,train,1,A,-5.829164365422912e-05,-9.7500581741333,9.749999882489647
kriging:irrelevant_researcher:train:1:B,kriging,geospatial,irrelevant_researcher,train,1,B,-0.0011701886542141438,-6.7511701583862305,-6.749999969732016
kriging:irrelevant_researcher:train:2:A,kriging,geospatial,irrelevant_researcher,train,2,A,-4.511047840118408,-0.011047743260860443,-4.500000096857548
kriging:irrelevant_researcher:train:2:B,kriging,geospatial,irrelevant_researcher,train,2,B,-4.768360213347478e-06,-12.250004768371582,-12.250000000011369
kriging:irrelevant_researcher:train:3:A,kriging,geospatial,irrelevant_researcher,train,3,A,-1.1368709802627563,-0.38687101006507874,-0.7499999701976776
kriging:irrelevant_researcher:train:3:B,kriging,geospatial,irrelevant_researcher,train,3,B,-0.005233753472566605,-5.2552337646484375,-5.250000011175871
kriging:irrelevant_researcher:validation:4:A,kriging,geospatial,irrelevant_researcher,validation,4,A,-6.501502513885498,-0.0015023384476080537,-6.50000017543789
kriging:irrelevant_researcher:validation:4:B,kriging,geospatial,irrelevant_researcher,validation,4,B,-7.486063259420916e-05,-9.50007438659668,-9.499999525964085
kriging:irrelevant_researcher:validation:5:A,kriging,geospatial,irrelevant_researcher,validation,5,A,-3.0485873222351074,-0.04858732968568802,-2.9999999925494194
kriging:irrelevant_researcher:validation:5:B,kriging,geospatial,irrelevant_researcher,validation,5,B,-7.486063259420916e-05,-9.50007438659668,-9.499999525964085
kriging:irrelevant_researcher:test:6:A,kriging,geospatial,irrelevant_researcher,test,6,A,-5.2552337646484375,-0.005233753472566605,-5.250000011175871
kriging:irrelevant_researcher:test:6:B,kriging,geospatial,irrelevant_researcher,test,6,B,-4.541770613286644e-05,-10.000045776367188,-10.000000358661055
kriging:irrelevant_researcher:test:7:A,kriging,geospatial,irrelevant_researcher,test,7,A,-4.0181498527526855,-0.018149960786104202,-3.9999998919665813
kriging:irrelevant_researcher:test:7:B,kriging,geospatial,irrelevant_researcher,test,7,B,-1.4305104514278355e-06,-13.500000953674316,-13.499999523163865
kriging:irrelevant_researcher:test:8:A,kriging,geospatial,irrelevant_researcher,test,8,A,-4.511047840118408,-0.011047743260860443,-4.500000096857548
kriging:irrelevant_researcher:test:8:B,kriging,geospatial,irrelevant_researcher,test,8,B,-7.486063259420916e-05,-9.50007438659668,-9.499999525964085
kriging:relevant_practitioner:train:0:A,kriging,geospatial,relevant_practitioner,train,0,A,-0.0007098776986822486,-7.2507100105285645,7.250000132829882
kriging:relevant_practitioner:train:0:B,kriging,geospatial,relevant_practitioner,train,0,B,-9.60780744208023e-05,-9.250096321105957,-9.250000243031536
kriging:relevant_practitioner:train:1:A,kriging,geospatial,relevant_practitioner,train,1,A,-3.540453326422721e-05,-10.250035285949707,10.249999881416443
kriging:relevant_practitioner:train:1:B,kriging,geospatial,relevant_practitioner,train,1,B,-0.0015023384476080537,-6.501502513885498,-6.50000017543789
kriging:relevant_practitioner:train:2:A,kriging,geospatial,relevant_practitioner,train,2,A,-0.25192904472351074,-1.5019290447235107,1.25
kriging:relevant_practitioner:train:2:B,kriging,geospatial,relevant_practitioner,train,2,B,-4.541770613286644e-05,-10.000045776367188,-10.000000358661055
kriging:relevant_practitioner:train:3:A,kriging,geospatial,relevant_practitioner,train,3,A,-2.1269280910491943,-0.12692804634571075,-2.0000000447034836
kriging:relevant_practitioner:train:3:B,kriging,geospatial,relevant_practitioner,train,3,B,-3.540453326422721e-05,-10.250035285949707,-10.249999881416443
kriging:relevant_practitioner:validation:4:A,kriging,geospatial,relevant_practitioner,validation,4,A,-0.0009114163694903255,-7.000911235809326,6.999999819439836
kriging:relevant_practitioner:validation:4:B,kriging,geospatial,relevant_practitioner,validation,4,B,-0.04858732968568802,-3.0485873222351074,-2.9999999925494194
kriging:relevant_practitioner:validation:5:A,kriging,geospatial,relevant_practitioner,validation,5,A,-0.0009114163694903255,-7.000911235809326,6.999999819439836
kriging:relevant_practitioner:validation:5:B,kriging,geospatial,relevant_practitioner,validation,5,B,-0.006715348921716213,-5.006715297698975,-4.999999948777258
kriging:relevant_practitioner:test:6:A,kriging,geospatial,relevant_practitioner,test,6,A,-0.575939416885376,-0.825939416885376,0.25
kriging:relevant_practitioner:test:6:B,kriging,geospatial,relevant_practitioner,test,6,B,-4.541770613286644e-05,-10.000045776367188,-10.000000358661055
kriging:relevant_practitioner:test:7:A,kriging,geospatial,relevant_practitioner,test,7,A,-0.0007098776986822486,-7.2507100105285645,7.250000132829882
kriging:relevant_practitioner:test:7:B,kriging,geospatial,relevant_practitioner,test,7,B,-4.541770613286644e-05,-10.000045776367188,-10.000000358661055
kriging:relevant_practitioner:test:8:A,kriging,geospatial,relevant_practitioner,test,8,A,-0.38687101006507874,-1.1368709802627563,0.7499999701976776
kriging:relevant_practitioner:test:8:B,kriging,geospatial,relevant_practitioner,test,8,B,-0.00033539868309162557,-8.000335693359375,-8.000000294676283
kriging:irrelevant_practitioner:train:0:A,kriging,geospatial,irrelevant_practitioner,train,0,A,-0.0009114163694903255,-7.000911235809326,6.999999819439836
kriging:irrelevant_practitioner:train:0:B,kriging,geospatial,irrelevant_practitioner,train,0,B,-7.486063259420916e-05,-9.50007438659668,-9.499999525964085
kriging:irrelevant_practitioner:train:1:A,kriging,geospatial,irrelevant_practitioner,train,1,A,-0.00026127262390218675,-8.250261306762695,8.250000034138793
kriging:irrelevant_practitioner:train:1:B,kriging,geospatial,irrelevant_practitioner,train,1,B,-0.00033539868309162557,-8.000335693359375,-8.000000294676283
kriging:irrelevant_practitioner:train:2:A,kriging,geospatial,irrelevant_practitioner,train,2,A,-3.773245334625244,-0.023245446383953094,-3.749999888241291
kriging:irrelevant_practitioner:train:2:B,kriging,geospatial,irrelevant_practitioner,train,2,B,-0.00012337400403339416,-9.000123023986816,-8.999999649982783
kriging:irrelevant_practitioner:train:3:A,kriging,geospatial,irrelevant_practitioner,train,3,A,-2.811967611312866,-0.06196761503815651,-2.7499999962747097
kriging:irrelevant_practitioner:train:3:B,kriging,geospatial,irrelevant_practitioner,train,3,B,-9.60780744208023e-05,-9.250096321105957,-9.250000243031536
kriging:irrelevant_practitioner:validation:4:A,kriging,geospatial,irrelevant_practitioner,validation,4,A,-6.251928806304932,-0.0019286142196506262,-6.250000192085281
kriging:irrelevant_practitioner:validation:4:B,kriging,geospatial,irrelevant_practitioner,validation,4,B,-2.753696753643453e-05,-10.500027656555176,-10.50000011958764
kriging:irrelevant_practitioner:validation:5:A,kriging,geospatial,irrelevant_practitioner,validation,5,A,-2.811967611312866,-0.06196761503815651,-2.7499999962747097
kriging:irrelevant_practitioner:validation:5:B,kriging,geospatial,irrelevant_practitioner,validation,5,B,-3.540453326422721e-05,-10.250035285949707,-10.249999881416443
kriging:irrelevant_practitioner:test:6:A,kriging,geospatial,irrelevant_practitioner,test,6,A,-8.500203132629395,-0.00020346954988781363,-8.499999663079507
kriging:irrelevant_practitioner:test:6:B,kriging,geospatial,irrelevant_practitioner,test,6,B,-8.344646857949556e-07,-14.000000953674316,-14.00000011920963
kriging:irrelevant_practitioner:test:7:A,kriging,geospatial,irrelevant_practitioner,test,7,A,-7.000911235809326,-0.0009114163694903255,-6.999999819439836
kriging:irrelevant_practitioner:test:7:B,kriging,geospatial,irrelevant_practitioner,test,7,B,-3.576278118089249e-07,-15.0,-14.999999642372188
kriging:irrelevant_practitioner:test:8:A,kriging,geospatial,irrelevant_practitioner,test,8,A,-4.758614540100098,-0.008614521473646164,-4.7500000186264515
kriging:irrelevant_practitioner:test:8:B,kriging,geospatial,irrelevant_practitioner,test,8,B,-5.829164365422912e-05,-9.7500581741333,-9.749999882489647
